transformador_id,lat,lon,region,densidad_poblacional,temperatura_actual,dias_desde_mantenimiento,antiguedad_anios,capacidad_kva,hogares_estimados,carga_estimada_kw,porcentaje_carga,fallas_ultimos_12_meses,riesgo_score_simulado,riesgo_clase,requiere_revision,riesgo_predicho,probabilidad_alto,probabilidad_bajo,probabilidad_medio,probabilidad_maxima
TR-00763,-34.8103661038039,-58.4134896581348,Provincia,5310.0,32.0,139,19,160,113,124.0,0.842,0,0.21,Bajo,0,Bajo,0.0376,0.6595,0.3028,0.6595
TR-00764,-34.9106977053861,-58.718582623733,Provincia,4029.0,36.5,260,6,315,46,102.6,0.354,0,0.26,Bajo,0,Bajo,0.0781,0.595,0.3268,0.595
TR-00765,-34.8268199152732,-58.3761335284754,Provincia,4044.0,32.0,241,12,400,72,106.9,0.29,0,0.222,Bajo,0,Bajo,0.0021,0.9724,0.0256,0.9724
TR-00766,-34.8378633833341,-58.4607233093805,Provincia,6767.0,31.5,302,13,400,126,199.4,0.542,0,0.216,Medio,1,Medio,0.0077,0.1268,0.8655,0.8655
TR-00767,-34.8675102538004,-58.2229158944542,Provincia,3550.0,27.9,422,7,500,92,117.7,0.256,1,0.285,Medio,1,Medio,0.0136,0.0772,0.9092,0.9092
TR-00768,-34.9193785793058,-58.6830957372251,Provincia,9726.0,39.3,720,7,1000,100,168.2,0.183,1,0.452,Medio,1,Medio,0.0505,0.0743,0.8751,0.8751
TR-00769,-34.7400208135416,-58.2753007130743,Provincia,4447.0,36.3,265,25,315,80,160.4,0.553,0,0.275,Bajo,0,Medio,0.0193,0.3492,0.6315,0.6315
TR-00770,-34.8488444062624,-58.4680900805822,Provincia,15629.0,36.2,186,7,315,227,250.6,0.865,0,0.24,Medio,1,Medio,0.2838,0.3149,0.4013,0.4013
TR-00771,-34.8366154761943,-58.2166777241153,Provincia,5846.0,36.8,178,22,400,100,172.2,0.468,0,0.273,Bajo,0,Bajo,0.0145,0.622,0.3635,0.622
TR-00772,-34.8319681954894,-58.2108242520894,Provincia,7416.0,35.5,177,11,315,151,225.3,0.777,0,0.348,Medio,1,Medio,0.0812,0.2826,0.6362,0.6362
TR-00773,-34.8939289787041,-58.2232709241152,Provincia,3314.0,32.9,297,14,250,48,77.2,0.336,1,0.314,Bajo,0,Bajo,0.0179,0.73,0.2521,0.73
TR-00774,-34.7164538207444,-58.2996024256305,Provincia,12318.0,33.2,83,18,1000,124,177.9,0.193,0,0.255,Bajo,0,Bajo,0.0002,0.9069,0.0929,0.9069
TR-00775,-34.837494301749,-58.3879115413453,Provincia,10559.0,32.3,135,10,630,175,190.8,0.329,0,0.191,Bajo,0,Bajo,0.0038,0.9431,0.0531,0.9431
TR-00776,-34.8181379769407,-58.275899583898,Provincia,8091.0,42.1,297,18,800,112,184.5,0.251,1,0.399,Medio,1,Medio,0.0257,0.2227,0.7516,0.7516
TR-00777,-34.7505589882122,-58.3392466077205,Provincia,3160.0,35.5,391,1,250,23,24.5,0.107,2,0.271,Medio,1,Medio,0.0988,0.1083,0.793,0.793
TR-00778,-34.7880831200258,-58.4980177435004,Provincia,7832.0,32.2,393,17,160,118,165.5,1.124,1,0.401,Medio,1,Medio,0.083,0.021,0.896,0.896
TR-00779,-34.7343183980315,-58.2110294449599,Provincia,3836.0,35.2,271,1,400,105,156.7,0.426,0,0.237,Bajo,0,Bajo,0.0237,0.7539,0.2224,0.7539
TR-00780,-34.8430963449927,-58.4767965800805,Provincia,11587.0,30.5,369,12,800,135,128.6,0.175,0,0.199,Medio,1,Medio,0.0072,0.0642,0.9286,0.9286
TR-00781,-34.8345951301632,-58.4071757740656,Provincia,9628.0,38.5,425,20,250,202,334.7,1.455,0,0.541,Alto,1,Alto,0.9624,0.002,0.0356,0.9624
TR-00782,-34.9190474394387,-58.6862863069394,Provincia,7486.0,31.6,213,18,250,97,86.7,0.377,1,0.259,Bajo,0,Bajo,0.0536,0.7736,0.1728,0.7736
TR-00783,-34.9322670112277,-58.5345117911914,Provincia,500.0,35.3,405,5,160,37,32.1,0.218,0,0.31,Medio,1,Medio,0.0276,0.0898,0.8825,0.8825
TR-00784,-34.9095914454258,-58.624669566787,Provincia,4250.0,37.1,113,6,630,49,72.7,0.125,0,0.16,Bajo,0,Bajo,0.0235,0.8298,0.1467,0.8298
TR-00785,-34.8196133693585,-58.2670982552628,Provincia,9263.0,34.9,133,9,630,140,277.6,0.479,0,0.332,Medio,1,Bajo,0.0161,0.623,0.3609,0.623
TR-00786,-34.8275419339686,-58.4921909941328,Provincia,10839.0,34.0,219,15,500,155,326.8,0.71,0,0.273,Bajo,0,Bajo,0.0287,0.8006,0.1707,0.8006
TR-00787,-34.6936330787342,-58.2968300552015,Provincia,10528.0,33.7,105,1,160,117,186.8,1.269,1,0.341,Medio,1,Medio,0.2401,0.1869,0.573,0.573
TR-00788,-34.8352723176736,-58.4076519292454,Provincia,2424.0,33.5,333,14,500,129,207.8,0.452,1,0.342,Medio,1,Medio,0.0307,0.0721,0.8972,0.8972
TR-00789,-34.837910691954,-58.2333894166955,Provincia,8105.0,31.9,199,16,400,113,137.9,0.375,1,0.241,Bajo,0,Bajo,0.0057,0.9151,0.0793,0.9151
TR-00790,-34.7717201205051,-58.2433593021602,Provincia,10247.0,32.3,242,12,250,139,187.4,0.815,0,0.301,Bajo,0,Bajo,0.0204,0.7521,0.2275,0.7521
TR-00791,-34.6568211494271,-58.3322123160336,CABA,11889.0,39.2,212,18,315,195,289.1,0.998,1,0.46,Alto,1,Alto,0.9552,0.0085,0.0363,0.9552
TR-00792,-34.8351375262268,-58.4407984522992,Provincia,7176.0,33.4,217,16,400,160,263.1,0.715,0,0.256,Bajo,0,Bajo,0.0072,0.8076,0.1852,0.8076
TR-00793,-34.8298434086634,-58.2083433615196,Provincia,8022.0,31.2,177,10,315,153,220.8,0.762,1,0.245,Bajo,0,Bajo,0.0307,0.6742,0.2951,0.6742
TR-00794,-34.8374899751585,-58.4599783840149,Provincia,6298.0,32.0,326,1,1000,74,109.3,0.119,0,0.182,Medio,1,Medio,0.0043,0.1024,0.8933,0.8933
TR-00795,-34.7708530453199,-58.4696246424196,Provincia,1644.0,37.2,197,15,400,54,97.9,0.266,0,0.272,Bajo,0,Bajo,0.0376,0.8124,0.15,0.8124
TR-00796,-34.835381733419,-58.4018616991863,Provincia,6223.0,35.9,245,7,315,56,67.6,0.233,1,0.329,Medio,1,Bajo,0.0291,0.5919,0.379,0.5919
TR-00797,-35.007757037708,-58.716978795272,Provincia,6218.0,35.5,303,10,500,126,201.4,0.438,1,0.343,Medio,1,Medio,0.0353,0.0875,0.8773,0.8773
TR-00798,-34.8359442496421,-58.2145651243723,Provincia,6756.0,32.9,423,17,500,69,70.2,0.153,0,0.259,Medio,1,Medio,0.0028,0.0707,0.9265,0.9265
TR-00799,-34.9667737199465,-58.1687339470507,Provincia,5510.0,35.5,408,24,160,75,78.8,0.535,0,0.375,Medio,1,Medio,0.0562,0.0986,0.8452,0.8452
TR-00800,-34.9273928008064,-58.6349975596766,Provincia,5871.0,31.6,205,14,400,99,108.7,0.295,0,0.132,Bajo,0,Bajo,0.0316,0.9057,0.0627,0.9057
TR-00801,-34.790752090936,-58.2167803838776,Provincia,7081.0,32.9,172,18,315,124,172.4,0.595,1,0.273,Bajo,0,Bajo,0.0238,0.8,0.1762,0.8
TR-00802,-34.7220242675888,-58.2936316494854,Provincia,8527.0,36.8,462,4,315,124,189.1,0.653,1,0.387,Medio,1,Medio,0.2066,0.0821,0.7113,0.7113
TR-00803,-34.8250722926067,-58.41131892848,Provincia,6287.0,36.5,196,16,500,142,172.4,0.375,1,0.357,Medio,1,Bajo,0.0414,0.4947,0.464,0.4947
TR-00804,-34.6583004049144,-58.3301485358427,CABA,15827.0,31.4,57,14,400,235,327.1,0.889,0,0.24,Bajo,0,Bajo,0.0536,0.7337,0.2127,0.7337
TR-00805,-34.9344741665336,-58.2121114914827,Provincia,7477.0,31.0,102,23,315,134,134.0,0.462,1,0.305,Bajo,0,Bajo,0.041,0.8145,0.1446,0.8145
TR-00806,-34.8324184604705,-58.4322592642937,Provincia,1437.0,34.0,82,10,250,15,30.0,0.13,0,0.21,Bajo,0,Bajo,0.0196,0.8766,0.1038,0.8766
TR-00807,-34.8261869503971,-58.2610490977724,Provincia,8631.0,39.2,265,12,400,174,271.2,0.737,2,0.417,Medio,1,Medio,0.199,0.122,0.679,0.679
TR-00808,-34.7382071727273,-58.2706151474065,Provincia,7198.0,27.6,230,21,315,95,145.4,0.502,1,0.231,Bajo,0,Bajo,0.0032,0.8857,0.1111,0.8857
TR-00809,-34.836325122319,-58.4854916996655,Provincia,7319.0,34.6,357,13,800,160,242.7,0.33,1,0.33,Medio,1,Medio,0.0069,0.1041,0.889,0.889
TR-00810,-34.661912839936,-58.3254423482852,CABA,15260.0,30.1,195,6,400,261,289.1,0.786,0,0.197,Bajo,0,Bajo,0.0273,0.8303,0.1425,0.8303
TR-00811,-34.7647108689633,-58.2506783037732,Provincia,1342.0,31.7,293,32,630,58,90.9,0.157,0,0.313,Bajo,0,Bajo,0.0119,0.8275,0.1606,0.8275
TR-00812,-34.8417425006923,-58.4723048466343,Provincia,1278.0,32.5,349,6,315,70,118.5,0.409,2,0.274,Medio,1,Medio,0.1078,0.0624,0.8298,0.8298
TR-00813,-34.9201947349736,-58.6780435879958,Provincia,8021.0,32.4,181,14,630,47,62.2,0.107,0,0.2,Bajo,0,Bajo,0.0168,0.9079,0.0753,0.9079
TR-00814,-34.9119277644181,-58.7205847676166,Provincia,7179.0,32.0,219,16,160,110,153.3,1.041,0,0.324,Medio,1,Medio,0.1265,0.2095,0.664,0.664
TR-00815,-34.7046086899288,-58.2688527844393,Provincia,7711.0,33.7,146,16,315,148,158.8,0.548,0,0.241,Bajo,0,Bajo,0.0289,0.8772,0.0939,0.8772
TR-00816,-34.7071756310488,-58.4647620025007,CABA,15590.0,32.8,130,13,160,238,343.6,2.334,1,0.439,Medio,1,Medio,0.2863,0.1718,0.542,0.542
TR-00817,-34.8329765299886,-58.2552327262832,Provincia,9193.0,29.0,328,13,160,108,112.7,0.766,2,0.317,Medio,1,Medio,0.1211,0.0542,0.8247,0.8247
TR-00818,-34.9065707697958,-58.6217824273041,Provincia,9998.0,36.2,339,12,800,141,228.5,0.31,2,0.393,Medio,1,Medio,0.0947,0.0903,0.815,0.815
TR-00819,-34.83795427258,-58.4034613256723,Provincia,8652.0,36.1,229,6,500,69,129.4,0.281,1,0.265,Bajo,0,Bajo,0.0154,0.8232,0.1614,0.8232
TR-00820,-34.7457069017277,-58.3294017455287,Provincia,6418.0,36.4,326,29,500,116,183.0,0.398,0,0.309,Medio,1,Medio,0.0289,0.0588,0.9123,0.9123
TR-00821,-34.8456541801699,-58.4977633575708,Provincia,877.0,28.8,55,12,400,10,13.8,0.038,1,0.179,Bajo,0,Bajo,0.0089,0.9073,0.0838,0.9073
TR-00822,-34.8158193815971,-58.2701120091878,Provincia,9508.0,34.7,239,18,400,170,273.1,0.742,2,0.401,Medio,1,Medio,0.1101,0.2187,0.6713,0.6713
TR-00823,-34.6957196181681,-58.2779365122838,Provincia,10865.0,35.9,498,12,500,188,355.3,0.772,0,0.406,Medio,1,Medio,0.2135,0.1273,0.6592,0.6592
TR-00824,-34.8370804860031,-58.4592193292058,Provincia,9134.0,30.4,255,12,630,126,194.4,0.335,0,0.225,Bajo,0,Bajo,0.0,0.9646,0.0354,0.9646
TR-00825,-34.9165183641102,-58.7018310554606,Provincia,4561.0,33.7,398,11,400,96,132.1,0.359,1,0.386,Medio,1,Medio,0.012,0.0778,0.9102,0.9102
TR-00826,-34.6787612977631,-58.2931686318511,Provincia,9221.0,33.3,230,3,500,133,180.6,0.393,0,0.251,Bajo,0,Bajo,0.0061,0.9422,0.0517,0.9422
TR-00827,-34.7813069231616,-58.4237664722903,Provincia,9782.0,39.6,450,13,315,151,253.1,0.873,2,0.472,Medio,1,Medio,0.4441,0.0355,0.5204,0.5204
TR-00828,-34.7445179959154,-58.3273847210886,Provincia,11876.0,39.9,172,11,1000,142,242.7,0.264,1,0.348,Medio,1,Medio,0.0371,0.3849,0.5781,0.5781
TR-00829,-34.8341743068971,-58.3804897158794,Provincia,4572.0,28.4,310,22,160,99,102.1,0.694,2,0.306,Medio,1,Medio,0.1391,0.082,0.7789,0.7789
TR-00830,-34.837381277765,-58.406125837943,Provincia,6521.0,41.7,189,6,315,66,125.8,0.434,0,0.31,Bajo,0,Bajo,0.0465,0.78,0.1735,0.78
TR-00831,-34.8322977261354,-58.1910266253426,Provincia,9442.0,30.8,287,10,800,96,142.7,0.194,0,0.14,Bajo,0,Bajo,0.0073,0.9228,0.0699,0.9228
TR-00832,-34.6573831021096,-58.3380485541451,CABA,19965.0,37.6,118,8,250,264,414.5,1.802,2,0.475,Alto,1,Alto,0.9585,0.0063,0.0352,0.9585
TR-00833,-34.8486934498218,-58.4714338770968,Provincia,3848.0,36.8,255,24,250,70,98.5,0.428,1,0.382,Medio,1,Medio,0.0669,0.4545,0.4786,0.4786
TR-00834,-34.8758322680409,-58.5009454190524,Provincia,8444.0,30.5,210,8,315,136,238.0,0.821,1,0.266,Bajo,0,Bajo,0.0318,0.6613,0.3069,0.6613
TR-00835,-34.8084289252983,-58.2139925832195,Provincia,8936.0,35.3,343,18,400,119,146.0,0.397,1,0.304,Medio,1,Medio,0.0459,0.0807,0.8734,0.8734
TR-00836,-34.8452876926778,-58.4970063350887,Provincia,7464.0,33.4,316,21,800,165,262.4,0.357,1,0.262,Medio,1,Medio,0.0008,0.1038,0.8954,0.8954
TR-00837,-34.8383424711321,-58.4472449332442,Provincia,7859.0,35.5,185,13,630,127,133.8,0.231,0,0.315,Bajo,0,Bajo,0.0033,0.9144,0.0823,0.9144
TR-00838,-34.8423794681316,-58.4994229345678,Provincia,6424.0,34.4,183,4,400,111,128.9,0.35,1,0.263,Bajo,0,Bajo,0.0106,0.9119,0.0774,0.9119
TR-00839,-34.8088310499977,-58.3518052507797,Provincia,11635.0,37.5,165,4,1000,172,397.6,0.432,0,0.231,Bajo,0,Bajo,0.0858,0.5842,0.33,0.5842
TR-00840,-34.8096083940995,-58.1957433790083,Provincia,4498.0,33.9,150,20,500,108,160.6,0.349,1,0.298,Bajo,0,Bajo,0.0203,0.8324,0.1473,0.8324
TR-00841,-34.8460794475868,-58.4986217553895,Provincia,5438.0,33.2,354,5,630,108,144.4,0.249,1,0.342,Medio,1,Medio,0.0133,0.0691,0.9176,0.9176
TR-00842,-34.6691548211729,-58.3395733746649,CABA,14625.0,38.0,136,17,315,214,362.2,1.25,0,0.406,Alto,1,Alto,0.8734,0.0495,0.0771,0.8734
TR-00843,-34.8353650475033,-58.4007714057681,Provincia,9837.0,35.6,298,15,400,165,161.8,0.44,0,0.198,Bajo,0,Bajo,0.0325,0.6328,0.3347,0.6328
TR-00844,-34.7347502202773,-58.2844437858987,Provincia,2708.0,36.0,202,17,160,16,24.4,0.166,0,0.349,Medio,1,Bajo,0.0565,0.6134,0.3301,0.6134
TR-00845,-34.7516444956363,-58.238512175492,Provincia,3269.0,31.6,392,17,160,23,30.6,0.208,0,0.179,Medio,1,Medio,0.0315,0.1129,0.8556,0.8556
TR-00846,-34.7272357726926,-58.2898958156901,Provincia,1087.0,30.4,553,7,500,40,59.4,0.129,1,0.257,Medio,1,Medio,0.0138,0.1137,0.8725,0.8725
TR-00847,-34.8451177235689,-58.5026173836323,Provincia,7298.0,31.9,46,7,250,111,137.2,0.597,1,0.184,Bajo,0,Bajo,0.0201,0.8589,0.121,0.8589
TR-00848,-34.7460393410654,-58.2333338335063,Provincia,3845.0,31.7,171,19,400,89,132.3,0.36,0,0.193,Bajo,0,Bajo,0.0028,0.9465,0.0507,0.9465
TR-00849,-34.8411994626336,-58.4889556663974,Provincia,6046.0,36.2,200,10,500,101,139.0,0.302,1,0.301,Bajo,0,Bajo,0.0274,0.8255,0.1471,0.8255
TR-00850,-34.7592116263956,-58.3329446931632,Provincia,9184.0,36.8,233,1,160,153,204.7,1.391,3,0.401,Alto,1,Alto,0.9468,0.0077,0.0456,0.9468
TR-00851,-34.6901938022838,-58.3113836441613,Provincia,5275.0,33.2,226,19,400,61,107.4,0.292,0,0.24,Bajo,0,Bajo,0.0149,0.9348,0.0503,0.9348
TR-00852,-34.8356944187069,-58.3838028432352,Provincia,7894.0,38.3,132,7,500,123,204.0,0.443,1,0.35,Medio,1,Bajo,0.0419,0.5701,0.3881,0.5701
TR-00853,-34.729289309805,-58.288355924412,Provincia,6302.0,38.1,558,17,800,71,96.6,0.131,1,0.365,Medio,1,Medio,0.0112,0.0433,0.9455,0.9455
TR-00854,-34.6747110612143,-58.2985741004376,Provincia,9216.0,34.5,230,24,315,148,192.6,0.665,1,0.304,Bajo,0,Medio,0.012,0.4777,0.5104,0.5104
TR-00855,-35.0033069547832,-58.7183764242643,Provincia,8625.0,31.1,315,14,1000,85,103.0,0.112,1,0.234,Medio,1,Medio,0.0078,0.0569,0.9353,0.9353
TR-00856,-34.6975375945348,-58.4562695256191,CABA,14549.0,39.5,149,21,630,211,347.8,0.6,1,0.374,Medio,1,Medio,0.1238,0.2515,0.6247,0.6247
TR-00857,-34.6950025480227,-58.4540502531178,CABA,15678.0,34.3,280,15,500,179,221.1,0.481,0,0.258,Bajo,0,Bajo,0.0041,0.8181,0.1778,0.8181
TR-00858,-34.655292832813,-58.3372631028227,CABA,15987.0,34.9,189,25,315,210,314.7,1.086,1,0.356,Medio,1,Medio,0.3277,0.164,0.5084,0.5084
TR-00859,-34.8357051769849,-58.440651777758,Provincia,8380.0,32.6,354,7,500,151,171.8,0.373,0,0.257,Medio,1,Medio,0.0027,0.0803,0.917,0.917
TR-00860,-34.9907677614869,-58.7071138168983,Provincia,3009.0,30.9,463,14,630,71,91.3,0.158,2,0.332,Medio,1,Medio,0.0536,0.0794,0.867,0.867
TR-00861,-34.8159965271184,-58.1981056334966,Provincia,9167.0,29.0,218,19,315,97,131.4,0.453,1,0.204,Bajo,0,Bajo,0.0192,0.8571,0.1236,0.8571
TR-00862,-34.825415475702,-58.380659656898,Provincia,3946.0,35.7,128,13,1000,59,119.7,0.13,0,0.188,Bajo,0,Bajo,0.0009,0.9505,0.0486,0.9505
TR-00863,-34.7242030564508,-58.2868278532501,Provincia,11438.0,31.2,192,22,800,128,154.2,0.21,0,0.214,Bajo,0,Bajo,0.0027,0.9029,0.0944,0.9029
TR-00864,-34.9299313954103,-58.6164345659477,Provincia,10272.0,43.0,214,11,400,109,204.6,0.556,1,0.38,Medio,1,Medio,0.0789,0.4049,0.5161,0.5161
TR-00865,-34.7984316503666,-58.219668151638,Provincia,8070.0,30.2,210,28,500,128,294.7,0.641,0,0.269,Bajo,0,Bajo,0.0365,0.7234,0.2401,0.7234
TR-00866,-34.9229224635368,-58.6374113326448,Provincia,7672.0,29.7,165,29,400,134,240.8,0.654,1,0.34,Medio,1,Medio,0.0407,0.4715,0.4878,0.4878
TR-00867,-34.6865889456987,-58.4467059901152,CABA,9802.0,36.1,205,16,630,157,210.4,0.363,0,0.274,Bajo,0,Bajo,0.045,0.683,0.272,0.683
TR-00868,-34.8309809325158,-58.4441018327316,Provincia,9236.0,38.6,145,18,630,154,204.4,0.353,0,0.258,Bajo,0,Bajo,0.035,0.7059,0.2591,0.7059
TR-00869,-34.7128254139959,-58.2475786428269,Provincia,6088.0,33.9,193,22,160,101,147.6,1.003,2,0.419,Medio,1,Medio,0.2079,0.1287,0.6634,0.6634
TR-00870,-34.7174930235784,-58.2945621280046,Provincia,7907.0,35.5,351,6,160,116,179.7,1.221,0,0.359,Medio,1,Medio,0.2478,0.0474,0.7048,0.7048
TR-00871,-34.8274726598502,-58.4303011913888,Provincia,9816.0,27.8,412,5,315,119,154.1,0.532,0,0.195,Medio,1,Medio,0.0727,0.1009,0.8264,0.8264
TR-00872,-34.8193316380785,-58.2862451225409,Provincia,5515.0,31.5,268,23,800,84,114.4,0.155,1,0.281,Bajo,0,Bajo,0.0019,0.8917,0.1064,0.8917
TR-00873,-34.6730812350061,-58.3342481832822,CABA,17035.0,31.1,161,16,315,199,347.3,1.198,0,0.315,Bajo,0,Bajo,0.2024,0.4136,0.3841,0.4136
TR-00874,-34.8297999186669,-58.4446984028966,Provincia,3617.0,27.6,198,12,800,51,57.3,0.078,0,0.122,Bajo,0,Bajo,0.0038,0.9672,0.029,0.9672
TR-00875,-34.7517900446623,-58.2611169587504,Provincia,4007.0,34.1,84,14,400,79,147.2,0.4,0,0.22,Bajo,0,Bajo,0.0087,0.9008,0.0905,0.9008
TR-00876,-34.9158766304162,-58.7057157786311,Provincia,1715.0,26.5,467,1,315,47,65.3,0.225,0,0.223,Medio,1,Medio,0.0213,0.1036,0.8751,0.8751
TR-00877,-34.8321280161174,-58.4884123014882,Provincia,9389.0,29.5,184,13,800,217,227.5,0.309,1,0.25,Bajo,0,Bajo,0.0092,0.8934,0.0973,0.8934
TR-00878,-34.7095659984668,-58.4670773397741,CABA,13727.0,32.8,443,9,400,159,297.4,0.808,1,0.38,Medio,1,Medio,0.111,0.1075,0.7815,0.7815
TR-00879,-34.834862458192,-58.4053699680799,Provincia,11476.0,31.0,399,20,315,162,182.2,0.629,1,0.333,Medio,1,Medio,0.0435,0.0656,0.8909,0.8909
TR-00880,-35.0171377785896,-58.7140320611149,Provincia,2322.0,35.0,526,21,160,21,39.1,0.266,1,0.338,Medio,1,Medio,0.0381,0.078,0.8838,0.8838
TR-00881,-34.9505694940209,-58.1917108719461,Provincia,9375.0,34.7,369,18,250,131,198.1,0.861,1,0.43,Medio,1,Medio,0.0976,0.0641,0.8382,0.8382
TR-00882,-34.8301160107975,-58.2573118853547,Provincia,11466.0,36.6,209,17,250,157,245.4,1.067,2,0.442,Alto,1,Alto,0.9879,0.0009,0.0112,0.9879
TR-00883,-34.9058714476785,-58.6186640287185,Provincia,5830.0,36.1,322,4,315,120,124.2,0.429,3,0.368,Alto,1,Alto,0.9235,0.013,0.0635,0.9235
TR-00884,-34.7022473935342,-58.460393416788,CABA,10398.0,38.2,149,18,400,142,222.5,0.605,0,0.315,Bajo,0,Bajo,0.0543,0.6072,0.3385,0.6072
TR-00885,-34.7875450260359,-58.4190381261429,Provincia,1176.0,33.7,183,18,315,38,52.0,0.179,0,0.192,Bajo,0,Bajo,0.0265,0.8831,0.0904,0.8831
TR-00886,-34.8373024549842,-58.4857088856137,Provincia,8000.0,34.7,118,23,160,113,110.0,0.747,1,0.374,Medio,1,Medio,0.0378,0.2918,0.6703,0.6703
TR-00887,-34.7404242125072,-58.2803468026036,Provincia,4009.0,35.3,166,29,315,42,61.8,0.213,0,0.301,Bajo,0,Bajo,0.0292,0.7655,0.2052,0.7655
TR-00888,-34.918295358137,-58.6897497871764,Provincia,7799.0,34.2,312,2,400,106,122.3,0.332,1,0.276,Medio,1,Medio,0.0163,0.0766,0.9071,0.9071
TR-00889,-34.8297116523802,-58.2085231197213,Provincia,2516.0,32.4,212,11,1000,49,79.1,0.086,0,0.184,Bajo,0,Bajo,0.008,0.9444,0.0477,0.9444
TR-00890,-34.8214785476343,-58.2845797674398,Provincia,8829.0,32.6,244,9,315,136,176.7,0.61,0,0.222,Bajo,0,Bajo,0.013,0.9141,0.0729,0.9141
TR-00891,-34.8301720759689,-58.4454646535349,Provincia,10274.0,31.1,336,15,250,165,195.3,0.849,0,0.214,Medio,1,Medio,0.0339,0.1022,0.8639,0.8639
TR-00892,-34.9308342309812,-58.6098274432239,Provincia,4850.0,35.0,164,14,400,81,117.6,0.32,1,0.231,Bajo,0,Bajo,0.0399,0.84,0.1201,0.84
TR-00893,-34.7458198731689,-58.2652460145177,Provincia,3789.0,33.4,238,12,800,68,106.7,0.145,0,0.187,Bajo,0,Bajo,0.0002,0.9654,0.0344,0.9654
TR-00894,-34.744395696817,-58.4653083708303,Provincia,732.0,31.6,197,21,630,10,15.5,0.027,0,0.162,Bajo,0,Bajo,0.0088,0.9426,0.0486,0.9426
TR-00895,-34.9280101644464,-58.523930348065,Provincia,6401.0,31.6,508,6,630,119,166.7,0.288,0,0.257,Medio,1,Medio,0.0159,0.0934,0.8907,0.8907
TR-00896,-34.9342976675701,-58.5694007339627,Provincia,5455.0,29.8,363,7,800,77,99.3,0.135,0,0.207,Medio,1,Medio,0.0,0.0893,0.9107,0.9107
TR-00897,-34.7531019667437,-58.2611223633036,Provincia,2547.0,36.8,212,7,500,78,101.5,0.221,0,0.242,Bajo,0,Bajo,0.0246,0.7997,0.1757,0.7997
TR-00898,-34.7853689487608,-58.315387702563,Provincia,8559.0,34.0,207,11,1000,164,170.7,0.186,0,0.265,Bajo,0,Bajo,0.0,0.8969,0.1031,0.8969
TR-00899,-34.8957416358563,-58.507553247203,Provincia,5850.0,30.9,534,5,160,94,113.6,0.772,1,0.303,Medio,1,Medio,0.0516,0.0696,0.8788,0.8788
TR-00900,-34.8365171426032,-58.3856127937256,Provincia,3973.0,36.3,514,14,630,51,84.9,0.146,0,0.313,Medio,1,Medio,0.0036,0.0733,0.9231,0.9231
TR-00901,-34.6859295713948,-58.3000317279958,Provincia,5536.0,31.9,311,13,630,95,146.0,0.252,0,0.222,Medio,1,Medio,0.0066,0.0915,0.9019,0.9019
TR-00902,-34.6686126335867,-58.3175113061741,Provincia,10414.0,29.2,249,8,800,162,280.4,0.381,0,0.213,Bajo,0,Bajo,0.0059,0.9105,0.0837,0.9105
TR-00903,-34.8164433445865,-58.2887761355599,Provincia,9009.0,37.0,133,20,400,128,249.8,0.679,0,0.321,Medio,1,Medio,0.1011,0.4272,0.4717,0.4717
TR-00904,-34.8227891753142,-58.3687798543757,Provincia,6810.0,32.0,167,14,630,96,120.7,0.208,0,0.196,Bajo,0,Bajo,0.0001,0.978,0.0219,0.978
TR-00905,-34.8259167623575,-58.3815676808751,Provincia,9057.0,32.4,128,21,250,151,211.2,0.918,0,0.226,Bajo,0,Bajo,0.0206,0.6608,0.3186,0.6608
TR-00906,-34.9215670843896,-58.5052939894454,Provincia,3717.0,33.8,406,13,400,86,96.3,0.262,0,0.239,Medio,1,Medio,0.0133,0.079,0.9077,0.9077
TR-00907,-34.7308972940719,-58.281839075866,Provincia,7297.0,37.4,134,14,315,107,189.0,0.652,1,0.379,Medio,1,Medio,0.0322,0.2545,0.7132,0.7132
TR-00908,-34.7107095211141,-58.2982562229407,Provincia,7642.0,33.8,206,10,400,79,130.7,0.355,0,0.156,Bajo,0,Bajo,0.0249,0.9047,0.0704,0.9047
TR-00909,-34.9147859620517,-58.7139032862838,Provincia,5790.0,29.9,92,14,500,109,160.8,0.35,0,0.21,Bajo,0,Bajo,0.0142,0.8926,0.0932,0.8926
TR-00910,-34.708965256984,-58.2962627636938,Provincia,8506.0,35.4,112,19,315,111,146.6,0.506,0,0.288,Bajo,0,Bajo,0.0439,0.7212,0.2349,0.7212
TR-00911,-34.8234389021192,-58.4062625950245,Provincia,4859.0,32.1,343,11,250,92,139.1,0.605,1,0.277,Medio,1,Medio,0.0517,0.0598,0.8885,0.8885
TR-00912,-34.7054700491608,-58.2652945324946,Provincia,8729.0,39.7,289,18,315,137,198.0,0.683,2,0.428,Medio,1,Medio,0.1922,0.1182,0.6896,0.6896
TR-00913,-34.7402441435573,-58.2751468277176,Provincia,8856.0,33.7,253,8,500,87,135.9,0.295,0,0.292,Bajo,0,Bajo,0.0032,0.9452,0.0516,0.9452
TR-00914,-34.9188364296515,-58.6864201131885,Provincia,500.0,26.5,207,19,500,37,44.4,0.097,0,0.179,Bajo,0,Bajo,0.0119,0.8816,0.1065,0.8816
TR-00915,-34.7170478689133,-58.2989170380386,Provincia,10771.0,34.8,105,10,500,170,327.4,0.712,1,0.291,Bajo,0,Medio,0.0539,0.3953,0.5507,0.5507
